uid,ward_id,ward_name,ward_name_kn,corporation,zone,zone_name,ac,ac_no,assembly,ro_division,aro,area_sqkm,pop,male,female,bus,bus_cov,metro,metro_cov,road_km,road_density,polling,parks,parks_cov,playgrounds,playground_area_sqkm,open_space_pc,lakes,lake_cov,lake_area_sqkm,ponds,pond_area_sqkm,water_cov_pct,flood_vuln,flood_prone,low_lying,drain_primary,drain_secondary,drain_tertiary,drain_total,drain_density,schools,anganwadi,anganwadi_per_1000,toilet_cov,toilets,police,police_outpost,railway_police,fire,neighbourhoods,contact_corporator,contact_party,contact_aee,contact_aee_phone,contact_aro_name,contact_aro_phone,old_wards,reservation
North-5,5,Yelahanka Satellite Town,ಯಲಹಂಕ ಸ್ಯಾಟಲೈಟ್‌ ಟೌನ್‌,North,Zone2,Yelahanka,Yelahanka,150,150 - Yelahanka,RO- Yelahanka,ARO- Yelahanka Satellite Town,2.904,29889,15351,14528,17,96.2,0,,68.38,23.55,28,31,96.0,11,0.0452,1.51,0,26.7,0.0,1,0.0048,0.16,0,0,1,0.0,0.04,6.95,6.99,2.41,34,6,0.2,90.8,6,1,0,0,0,4th Phase; Chikkabommasandra; LIG 3rd Stage; Mathru Layout; Sector A; Sector B; Sharadhanagar; Yelahanka New Town,Sathish M,BJP,rabhakar M Dhareshwa,9480683062,Narayana Swamy,9845549235,Yelahanka Satellite Town (70.5%); Atturu (29.5%),General
North-6,6,Doddabettahalli,ದೊಡ್ಡಬೆಟ್ಟಹಳ್ಳಿ,North,Zone2,Yelahanka,Yelahanka,150,150 - Yelahanka,RO- Yelahanka,ARO- Attur,5.079,29553,15685,13868,22,90.4,0,,89.99,17.72,40,17,32.5,0,0.0,0.0,2,36.7,0.4301,1,0.0001,8.47,0,0,1,0.0,2.07,10.67,12.74,2.51,32,7,0.24,39.8,1,0,0,0,0,5th Phase; Anantapura; Bestcounty2; CQAL Layout; Doddabettahalli; Isaac Layout; Sector 3; Vinayaka Layout,Nethra Pallavi,BJP,rabhakar M Dhareshwa,9480683062,Narayana Swamy,9845549235,Atturu (87.8%); Chowdeswari Ward (11.4%),Scheduled Tribes
North-7,7,Attur,ಅಟ್ಟುರು,North,Zone2,Yelahanka,Yelahanka,150,150 - Yelahanka,RO- Yelahanka,ARO- Attur,2.525,26922,13982,12940,15,100.1,0,,62.61,24.79,7,0,48.3,2,0.0053,0.2,0,22.9,0.0,2,0.0076,0.3,0,0,0,0.0,0.0,2.93,2.93,1.16,21,6,0.22,46.8,1,0,0,0,0,AMS Layout; Adithyanagara; Akshaya Nagar; Attur Layout; Atturu; Kaveri Layout; Tirumala Nagar,Nethra Pallavi,BJP,rabhakar M Dhareshwa,9480683062,Narayana Swamy,9845549235,Atturu (100%),"Backward Class ""A"" (Women)"
North-8,8,Singapura,ಸಿಂಗಾಪುರ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Bytarayanapura,ARO- Vidyaranyapura,2.441,24794,12624,12170,17,96.7,0,,55.77,22.85,21,4,52.5,2,0.0185,0.75,2,70.9,0.2383,0,0.0,9.76,0,0,0,1.67,0.88,2.8,5.35,2.19,19,7,0.28,46.8,2,0,0,0,0,HMT Colony; MS Palaya; Narasipura Layout; Singapura; Vaishnavi Layout; Vidyaranyapura; Vinayaka Nagara,V Prathibha Rajan,INC,Srinivas,9480683409,Nagraj,9742862114,Kuvempu Nagar (74.9%); Vidyaranyapura (25.1%),General (Women)
North-9,9,Kuvempunagara,ಕುವೆಂಪುನಗರ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Bytarayanapura,ARO- Vidyaranyapura,5.476,25815,13091,12723,28,87.7,0,,81.61,14.9,18,0,25.7,9,0.1543,5.98,0,14.2,0.0,0,0.0,0.0,1,0,0,1.74,2.05,4.84,8.64,1.58,19,6,0.23,36.4,1,0,0,0,0,Kammagondanahalli; Kuvempu Nagar 1st Stage; Kuvempu Nagar 2nd Stage,V Prathibha Rajan,INC,Srinivas,9480683409,Nagraj,9742862114,Kuvempu Nagar (98%); Dodda Bommasandra (1.5%),Scheduled Caste
North-10,10,Vidyaranyapura,ವಿದ್ಯಾರಣ್ಯಪುರ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Bytarayanapura,ARO- Vidyaranyapura,1.746,24887,12633,12254,11,100.1,0,,46.2,26.46,28,7,95.6,1,0.0023,0.09,1,83.5,0.0694,0,0.0,3.98,0,0,1,0.0,1.86,5.44,7.29,4.18,14,1,0.04,96.0,3,1,0,0,0,BEL Layout; Chamundeshwari Layout; Gurudarshan Layout; HMT Layout; Nanjappa Layout; Ramanna Gardens,Kusuma H,BJP,Srinivas,9480683409,Nagraj,9742862114,Vidyaranyapura (71.7%); Dodda Bommasandra (28.3%),General (Women)
North-11,11,Doddabommasandra,ದೊಡ್ಡಬೊಮ್ಮಸಂದ್ರ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Bytarayanapura,ARO- Kodigehalli,4.205,25941,13423,12518,23,94.1,0,,78.9,18.76,27,0,45.6,1,0.0427,1.64,1,16.3,0.4147,2,0.0163,10.25,0,0,0,0.0,4.24,6.4,10.64,2.53,20,2,0.08,81.1,3,0,0,0,0,BEL Colony; Doddabomasandra,Jayalakshmi Pillappa,BJP,Srinivas,9480683409,Nagraj,9742862114,Dodda Bommasandra (85.8%); Vidyaranyapura (14.1%),General (Women)
North-12,12,Thindlu,ತಿಂಡ್ಲು,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Bytarayanapura,ARO- Kodigehalli,7.4,24289,12524,11765,14,83.1,0,,114.98,15.54,13,0,24.5,10,0.1065,4.38,0,11.4,0.0,5,0.0041,0.05,1,0,0,0.0,1.6,12.92,14.53,1.96,7,3,0.12,36.4,2,1,0,0,0,Canara Bank Layout; Rajiv Gandhi Nagar; Thindlu,Kusuma H,BJP,Srinivas,9480683409,Nagraj,9742862114,Vidyaranyapura (100%),"Backward Class ""B"""
North-13,13,Kodigehalli,ಕೊಡಿಗೆಹಳ್ಳಿ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Bytarayanapura,ARO- Kodigehalli,1.345,28244,14946,13298,16,100.1,0,,35.99,26.76,21,1,90.6,1,0.0064,0.23,0,0.2,0.0,0,0.0,0.0,1,0,3,0.74,2.16,3.39,6.28,4.67,11,6,0.21,92.7,3,0,0,0,0,Tatanagar,Chethan K M,INC,Rajanikanth Malli,9449564830,Bheema Shankar,9731124931,Kodigehalli (100%),General
North-14,14,Rajiv Gandhi Nagar,ರಾಜೀವ್ ಗಾಂಧಿ ನಗರ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Bytarayanapura,ARO- Bytarayanapura,2.887,20148,10579,9569,16,87.2,0,,52.55,18.2,16,5,76.6,0,0.0,0.0,1,45.4,0.5223,1,0.0005,18.11,0,1,1,1.99,1.16,5.58,8.73,3.03,11,4,0.2,77.6,2,0,0,0,0,Badrappa Layout; Maruthi Nagara; Papanna Layout; Sahakaranagara; Sarovara Layout,Chethan K M,INC,Rajanikanth Malli,9449564830,Bheema Shankar,9731124931,Kodigehalli (63.2%); Byatarayanapura (36.8%),General
North-15,15,Byatarayanapura,ಬ್ಯಾಟರಾಯನಪುರ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Bytarayanapura,ARO- Bytarayanapura,5.084,28870,14792,14079,38,89.4,0,,99.4,19.55,21,6,70.4,13,0.0513,1.78,0,19.5,0.0023,0,0.0,0.04,0,0,0,0.0,2.0,9.69,11.68,2.3,12,4,0.14,53.2,5,2,0,0,0,Amruthnagar; Buvaneswari Nagara; Byatarayanapura; Defence Layout; Jakkur Plantation; Kodigehalli; Yashoda Nagar,P V Manjunath,INC,Rajanikanth Malli,9449564830,Bheema Shankar,9731124931,Byatarayanapura (83.4%); Kodigehalli (12.8%); Thanisandra (3.8%),"Backward Class ""A"""
North-16,16,Amruthahalli,ಅಮೃತಹಳ್ಳಿ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Thanisandra,ARO- Jakkur,1.314,21732,11520,10213,16,99.4,0,,28.78,21.89,14,0,92.7,0,0.0,0.0,1,95.7,0.0823,0,0.0,6.26,0,0,0,0.0,0.0,2.57,2.57,1.96,10,8,0.37,62.3,0,0,0,0,0,Amrutahalli; Jakkur Layout,P V Manjunath,INC,Rajanikanth Malli,9449564830,Bheema Shankar,9731124931,Byatarayanapura (99.8%),"Backward Class ""A"""
North-17,17,Jakkur,ಜಕ್ಕೂರು,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Thanisandra,ARO- Jakkur,7.798,28519,14972,13547,39,93.6,0,,154.97,19.87,35,2,41.8,7,0.02,0.7,2,36.8,0.9365,2,0.0016,12.03,1,0,0,5.56,7.17,9.18,21.92,2.81,27,6,0.21,1.1,0,0,0,0,0,Arkavathy Layout; Arkavathy Layout 1st Block; Arkavathy Layout 4th Block; Arkavathy Layout 7th Block; Arkavathy Layout 8th Block; Dasarahalli; Dr. Shivaram Karanth Nagar; GKVK Layout; Jakkur; MCECHS Layout; MCHS Layout; Rachenahalli; Srirampura; Telecom Layout,K Munindra Kumar,BJP,Maralusiddaiah,9480684553,Sathish Kumar,9844753625,Jakkuru (47.3%); Thanisandra (43.2%); Byatarayanapura (9.6%),General (Women)
North-18,18,Kempapura,ಕೆಂಪಾಪುರ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Thanisandra,ARO- Thanisandra,5.306,28936,15396,13540,31,96.0,0,,112.09,21.12,19,1,38.9,5,0.0137,0.47,1,3.3,0.3059,1,0.0013,5.79,6,0,2,5.64,0.55,13.03,19.23,3.62,19,4,0.14,38.6,4,0,0,0,1,Coffee Board Layout; Fatima Layout; Jogappa Layout; Kempapura; Saraipalya,P V Manjunath,INC,Rajanikanth Malli,9449564830,Bheema Shankar,9731124931,Byatarayanapura (50.1%); Thanisandra (49.9%),General (Women)
North-19,19,Thanisandra,ಥಣಿಸಂದ್ರ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Thanisandra,ARO- Thanisandra,2.725,28159,14879,13281,16,99.8,0,,69.88,25.65,29,0,0.1,1,0.0015,0.06,0,0.9,0.0,0,0.0,0.0,0,0,1,0.7,1.7,5.68,8.08,2.96,28,3,0.11,13.5,0,0,0,0,0,Arkavathy Layout 11th Block; Arkavathy Layout 16th Block; Ashwath Nagar; Thanisandra,Mamatha K M,INC,Maralusiddaiah,9480684553,Sathish Kumar,9844753625,Thanisandra (100%),"Backward Class ""A"""
North-20,20,Sampigehalli,ಸಂಪಿಗೆಹಳ್ಳಿ,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Thanisandra,ARO- Kogilu,8.779,28461,14733,13727,26,87.8,0,,155.78,17.74,36,0,11.2,11,0.092,3.23,4,55.8,0.2387,10,0.0122,2.86,0,0,0,3.11,4.75,14.97,22.83,2.6,40,10,0.35,34.4,3,1,0,0,0,Arkavathy Layout 3rd Block; Arkavathy Layout 6th Block; Chokkanahalli; R K Hegde Nagara; Sampigehalli; Shabarinagara; Shirdi Sai Nagara; Venkateshapura,K Munindra Kumar,BJP,Maralusiddaiah,9480684553,Sathish Kumar,9844753625,Jakkuru (87.9%); Thanisandra (12.1%),General
North-21,21,Kogilu,ಕೋಗಿಲು,North,Zone1,Byatarayanapura,Byatarayanapura,152,152 - Byatarayanapura,RO- Thanisandra,ARO- Kogilu,11.434,28728,15084,13643,33,83.6,0,,174.54,15.26,25,0,,3,0.0407,1.42,5,46.9,0.4903,23,0.0089,4.37,0,0,0,0.0,5.52,10.98,16.5,1.44,38,16,0.56,59.8,8,0,0,0,0,Dwaraka Nagar; Fakir Colony; Kogilu; Palanahalli; Prakruthi Nagar; Waseem Layout,K Munindra Kumar,BJP,Maralusiddaiah,9480684553,Sathish Kumar,9844753625,Jakkuru (99.7%),"Backward Class ""A"" (Women)"
North-22,22,Nagavara,ನಾಗವಾರ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- HBR Layout,ARO- HBR Layout,0.96,20153,10354,9799,7,100.1,0,,24.41,25.42,10,0,55.1,3,0.02,0.99,0,,0.0,0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,16,6,0.3,9.3,0,1,0,0,0,Govindapura; Virannapalya,Irshad Begum,INC,Anand,9341224401/948068429,Narayan,9480684015,Nagavara (90.1%); HBR Layout (9.9%),General
North-23,23,Hennur,ಹೆಣ್ಣೂರು,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- HBR Layout,ARO- HBR Layout,1.928,21706,11282,10424,17,100.1,0,,47.53,24.66,23,0,43.3,1,0.0052,0.24,0,0.0,0.0,1,0.0007,0.04,2,0,0,2.26,2.16,4.29,8.7,4.51,29,3,0.14,40.8,1,0,0,0,0,HBR Layout 4th Block; HBR Layout 5th Block; Nagavara; Telecom Layout 10th Block,P Anand,INC,Anand,9341224401/948068429,Narayan,Narayan,HBR Layout (100%),General
North-24,24,HBR Layout,ಎಚ್.ಬಿ.ಆರ್. ಲೇಔಟ್,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- HBR Layout,ARO- HBR Layout,1.783,20380,10367,10013,12,100.1,0,,48.26,27.06,18,4,87.5,2,0.0077,0.38,0,14.7,0.0105,2,0.0115,1.23,0,0,0,1.71,0.95,1.54,4.19,2.35,13,5,0.25,4.6,0,1,0,0,0,Grace Town; HBR Layout; HBR Layout 3rd Block; Hennur; Hennur Gardens,P Anand,INC,Anand,9341224401/948068429,Narayan,Narayan,HBR Layout (98.3%); Horamavu (1.6%),"Backward Class ""A"""
North-25,25,Govindapura,ಗೋವಿಂದಪುರ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- HBR Layout,ARO- K.G Halli,0.563,21432,10935,10497,4,100.1,0,,18.63,33.1,18,0,98.6,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,1,0.0,0.79,0.0,0.79,1.4,18,6,0.28,1.0,0,0,0,0,0,Rashad Nagar,Irshad Begum,INC,Anand,9341224401/948068429,Narayan,9480684015,Nagavara (100%),General
North-26,26,Samadhana Nagar,ಸಮಾಧಾನ ನಗರ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- HBR Layout,ARO- K.G Halli,0.573,20684,10591,10093,4,100.1,0,,16.02,27.97,16,0,78.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,1,0.0,0.84,0.0,0.84,1.46,11,4,0.19,60.9,0,0,0,0,0,,Irshad Begum,INC,Anand,9341224401/948068429,Narayan,9480684015,Nagavara (95.9%); Kadugondanahalli (4.1%),General (Women)
North-27,27,K.G.Halli,ಕೆ.ಜಿ.ಹಳ್ಳಿ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- HBR Layout,ARO- K.G Halli,0.399,28238,14456,13982,2,100.1,0,,14.83,37.12,24,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,17,3,0.11,29.0,0,0,0,0,0,Kadugondanahalli,Noushir Ahmad,INC,Anand,9341224401/948068429,Pradeep Rathod,9480685434,Kadugondanahalli (77%); Nagavara (23%),General (Women)
North-28,28,Venkateshpuram,ವೆಂಕಟೇಶಪುರಂ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- HBR Layout,ARO- Kacharakanahalli,0.363,22028,11040,10989,5,100.1,0,,11.98,32.97,21,2,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.56,0.0,0.56,1.55,18,2,0.09,99.5,0,0,0,0,0,Pillana Garden; Postal and Telecom Colony,Noushir Ahmad,INC,Anand,9341224401/948068429,Pradeep Rathod,9480685434,Kadugondanahalli (100%),General
North-29,29,Lingarajpura,ಲಿಂಗರಾಜಪುರ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- HBR Layout,ARO- Kacharakanahalli,0.924,26438,13202,13236,9,100.1,0,,24.08,26.07,16,0,66.5,3,0.0314,1.19,0,34.5,0.0002,1,0.0004,0.06,0,0,1,1.08,2.21,0.0,3.29,3.56,19,3,0.11,30.1,0,0,0,0,0,HRBR Layout 1st Block; Kariyannanapalya; Saitpalya,P Anand,INC,Anand,9341224401/948068429,Narayan,Narayan,HBR Layout (48.3%); Lingarajapura (45.9%); Kacharkanahalli (5.8%),"Backward Class ""B"""
North-30,30,Kacharakanahalli,ಕಾಚರಕನಹಳ್ಳಿ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- HBR Layout,ARO- Kacharakanahalli,1.415,21873,11041,10831,28,100.1,0,,45.57,32.19,19,4,100.1,0,0.0,0.0,0,8.0,0.0,0,0.0,0.0,1,0,0,0.29,1.17,0.19,1.65,1.17,19,1,0.05,2.2,0,0,0,0,0,HRBR Layout 2nd Block; HRBR Layout 3rd Block; Kacharakanahalli,Padmanabha Reddy,BJP,SHASHIDHAR,9448153974,Narayan,Narayan,Kacharkanahalli (72.9%); HBR Layout (27.1%),General (Women)
North-31,31,Kalyan Nagar,ಕಲ್ಯಾಣ ನಗರ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- Maruthi Sevanagar,ARO- Banaswadi,1.454,23746,11942,11804,20,100.1,0,,45.77,31.47,29,3,88.7,0,0.0,0.0,0,43.8,0.0,0,0.0,0.0,0,1,0,1.96,2.29,3.69,7.94,5.46,12,1,0.04,3.7,0,1,0,0,1,Kalyan Nagar,Kodanda Reddy,BJP,Geetha,9480684062,prakash,9480683104,Banasavadi (87.2%); Kacharkanahalli (12.7%),General (Women)
North-32,32,Banaswadi,ಬಾಣಸವಾಡಿ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- Maruthi Sevanagar,ARO- Banaswadi,2.014,25077,12718,12360,27,100.1,0,,60.49,30.03,18,3,99.7,1,0.0143,0.57,1,79.9,0.0,0,0.0,0.0,0,0,0,0.31,1.5,6.25,8.05,4.0,9,4,0.16,33.1,0,0,0,0,0,Banaswadi; HRBR Layout 1st Block; OMBR Layout; Vijaya Bank Colony,Kodanda Reddy,BJP,Geetha,9480684062,prakash,9480683104,Banasavadi (100%),"Backward Class ""A"""
North-33,33,HRBR Layout,ಹೆಚ್‌ಆರ್‌ಬಿಆರ್ ಲೇಔಟ್,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- Maruthi Sevanagar,ARO- Banaswadi,0.741,24637,12403,12234,6,100.1,0,,25.58,34.52,25,1,100.1,0,0.0,0.0,0,96.1,0.0,0,0.0,0.0,0,0,0,0.17,0.75,0.28,1.21,1.63,17,0,0.0,,0,0,0,0,0,KFSC Layout; Kammanahalli,Padmanabha Reddy,BJP,SHASHIDHAR,9448153974,Narayan,Narayan,Kacharkanahalli (57.5%); Kammanahalli (27.5%); Banasavadi (9.6%); Lingarajapura (5.4%),"Backward Class ""B"" (Women)"
North-34,34,Subbayanapalya,ಸುಬ್ಬಯ್ಯನಪಾಳ್ಯ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- Maruthi Sevanagar,ARO- Kammanahalli,0.479,22175,11310,10865,13,100.1,0,,18.15,37.93,19,0,86.3,0,0.0,0.0,1,100.0,0.0,0,0.0,0.0,1,0,0,0.0,0.28,1.74,2.02,4.22,5,2,0.09,,0,0,0,0,0,Jai Jawan Nagar; Ramaswamypalya; Subbayanapalya,Munilakshmamma,BJP,Geetha,9480684062,prakash,9480683104,Kammanahalli (80.6%); Banasavadi (19.4%),General (Women)
North-35,35,Kammanahalli,ಕಮ್ಮನಹಳ್ಳಿ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- Maruthi Sevanagar,ARO- Kammanahalli,0.513,26646,13448,13198,2,100.1,0,,19.97,38.96,21,0,100.1,0,0.0,0.0,1,100.0,0.0,0,0.0,0.0,0,0,0,1.06,0.21,0.0,1.27,2.49,6,4,0.15,,0,0,0,0,0,,Munilakshmamma,BJP,Geetha,9480684062,prakash,9480683104,Kammanahalli (62.3%); Lingarajapura (37.6%),Scheduled Caste (Women)
North-36,36,Maruthi Seva Nagara,ಮಾರುತಿ ಸೇವಾ ನಗರ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- Maruthi Sevanagar,ARO- Maruthi Sevanagar,1.198,24347,11743,12604,5,100.1,0,,31.24,26.08,29,3,100.1,0,0.0,0.0,0,40.1,0.0,0,0.0,0.0,0,0,0,0.45,1.57,0.67,2.69,2.24,19,2,0.08,64.0,0,0,0,0,0,Balaji Layout; Cooke Town; D'Costa Square; Lingarajapuram; Maruthi Seva Nagar; St. Thomas Town; Vivekananda Nagar,Hanna Bhuvaneshwari,INC,Geetha,9480684062,Ganesh,9880545707,Maruthi Seva Nagar (72.3%); Lingarajapura (18.4%); Kammanahalli (9.3%),General
North-37,37,Jeevanahalli,ಜೀವನಹಳ್ಳಿ,North,Zone1,Byatarayanapura,Sarvagnanagar,160,160 - Sarvagnanagar,RO- Maruthi Sevanagar,ARO- Maruthi Sevanagar,1.525,28142,14160,13982,10,96.1,0,,29.56,19.38,24,2,85.9,0,0.0,0.0,0,40.2,0.1531,0,0.0,10.03,0,0,0,0.0,1.86,2.67,4.52,2.97,10,2,0.07,4.1,0,0,0,0,0,Heerachand Layout; ITC Colony; Jeevanahalli; MSO Colony; N Thyagaraju Layout; Nagayana Palya; Sathyanagara,Hanna Bhuvaneshwari,INC,Geetha,9480684062,Ganesh,9880545707,Maruthi Seva Nagar (99.6%),Scheduled Caste (Women)
North-38,38,Shampura,ಶಾಂಪುರ,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Kavalbyrasandra,ARO- Kavalbyrasandra,0.867,21846,11091,10755,10,100.1,0,,25.5,29.42,22,3,100.1,1,0.0008,0.04,0,,0.0,0,0.0,0.0,0,0,0,0.0,1.09,0.0,1.09,1.26,15,3,0.14,86.6,0,0,0,0,0,Adarsh Nagar; Chinnanna Layout; Kaveri Nagar; LR Bande; Shampura,Netra Narayan,JDS,Neelakantaiah,9480685813,majunatha,9480683041,Kaval Bairasandra (100%),General (Women)
North-39,39,Kaval Byrasandra,ಕಾವಲ್ ಬೈರಸಂದ್ರ,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Kavalbyrasandra,ARO- Kavalbyrasandra,0.726,21965,11183,10781,6,100.1,0,,20.44,28.16,21,0,69.0,1,0.011,0.5,0,,0.0,0,0.0,0.0,0,0,0,0.0,1.61,0.0,1.61,2.22,24,6,0.27,100.1,2,0,0,0,0,Dinnur; Kaval Byrasandra; Munirangappa Layout,Netra Narayan,JDS,Neelakantaiah,9480685813,majunatha,9480683041,Kaval Bairasandra (71.3%); Devara Jeevanahalli (14.9%); Kushal Nagar (7.1%); Muneshwara Nagar (6.7%),General (Women)
North-40,40,Shakthi Nagar,ಶಕ್ತಿ ನಗರ,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Pulikeshinagar,ARO - Kushal Nagar,0.333,20035,10172,9863,3,100.1,0,,12.62,37.9,13,0,91.4,1,0.001,0.05,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.96,0.0,0.96,2.89,17,5,0.25,100.1,0,0,0,0,0,Kushal Nagar,Umme Salma,JDS,Neelakantaiah,9480685813,Pradeep Rathod,9480685434,Kushal Nagar (93.3%); Muneshwara Nagar (6.7%),"Backward Class ""A"" (Women)"
North-41,41,Periyar Nagar,ಪೆರಿಯಾರ್ ನಗರ,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Pulikeshinagar,ARO - Kushal Nagar,0.248,19963,9999,9664,0,100.1,0,,8.24,33.26,18,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,1.33,0.0,1.33,5.37,10,13,0.65,100.1,0,0,0,0,0,Periyar Nagar,Syed Sazida,INC,Neelakantaiah,9480685813,Br Manjula,9480684337,Muneshwara Nagar (79.7%); Kushal Nagar (20.2%),"Backward Class ""A"" (Women)"
North-42,42,Aruna Asif Ali Ward,ಅರುಣಾ ಆಸಿಫ್ ಅಲಿ ವಾರ್ಡ್,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Kavalbyrasandra,ARO- Varalakshmi Nagar,0.353,29461,15018,14593,0,100.1,0,,11.85,33.55,31,0,50.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,1.29,0.0,1.29,3.66,19,19,0.64,100.1,0,0,0,0,0,,Syed Sazida,INC,Neelakantaiah,9480685813,Br Manjula,9480684337,Muneshwara Nagar (50.6%); Devara Jeevanahalli (40.2%); Kushal Nagar (9.2%),Scheduled Caste (Women)
North-43,43,Varalakshmi Nagar,ವರಲಕ್ಷ್ಮಿ ನಗರ,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Kavalbyrasandra,ARO- Varalakshmi Nagar,1.677,26578,13527,13052,9,94.6,0,,23.57,14.06,19,1,64.3,3,0.2726,10.26,0,,0.0,0,0.0,0.0,0,0,0,0.01,0.9,0.14,1.06,0.63,14,15,0.56,93.0,1,0,0,0,0,Modi Garden,Sampathraj,INC,Shivalinge Gowda,9480683637,Br Manjula,9480684337,Devara Jeevanahalli (58.3%); S K Garden (30%); Kaval Bairasandra (11.7%),General (Women)
North-44,44,Doddanna Nagar,ದೊಡ್ಡಣ್ಣ ನಗರ,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Pulikeshinagar,ARO- Sagayapuram,0.456,29566,15106,14609,5,99.7,0,,11.92,26.14,21,0,61.3,2,0.0059,0.2,0,,0.0,0,0.0,0.0,0,1,0,0.29,0.08,0.0,0.37,0.82,20,9,0.3,100.0,1,1,0,0,0,Deverajivanahalli,Mohd Zameer Shah,INC,Shivalinge Gowda,9480683637,Ganesh,9880545707,S K Garden (61.9%); Devara Jeevanahalli (30.5%); Muneshwara Nagar (7.5%),Scheduled Caste
North-45,45,Kushal Nagar,ಕುಶಾಲ್ ನಗರ,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Pulikeshinagar,ARO - Kushal Nagar,0.276,19954,10106,9788,6,100.1,0,,10.67,38.59,18,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.53,0.0,0.53,1.93,18,1,0.05,100.1,2,0,0,0,0,,Umme Salma,JDS,Neelakantaiah,9480685813,Pradeep Rathod,9480685434,Kushal Nagar (69.8%); Sagayarapuram (26.8%); S K Garden (2.3%); Muneshwara Nagar (1.1%),"Backward Class ""A"""
