uid,ward_id,ward_name,ward_name_kn,corporation,zone,zone_name,ac,ac_no,assembly,ro_division,aro,area_sqkm,pop,male,female,bus,bus_cov,metro,metro_cov,road_km,road_density,polling,parks,parks_cov,playgrounds,playground_area_sqkm,open_space_pc,lakes,lake_cov,lake_area_sqkm,ponds,pond_area_sqkm,water_cov_pct,flood_vuln,flood_prone,low_lying,drain_primary,drain_secondary,drain_tertiary,drain_total,drain_density,schools,anganwadi,anganwadi_per_1000,toilet_cov,toilets,police,police_outpost,railway_police,fire,neighbourhoods,contact_corporator,contact_party,contact_aee,contact_aee_phone,contact_aro_name,contact_aro_phone,old_wards,reservation
Central-31,31,Shanthinagar,ಶಾಂತಿನಗರ,Central,Zone1,C.V. Raman Nagar,Shanthinagar,163,163 - Shanthinagar,RO - Shanthinagar,ARO- Shanthinagar,1.536,24474,12212,12263,9,100.1,0,,29.27,19.05,23,1,92.4,5,0.0315,1.29,0,,0.0,0,0.0,0.0,3,0,1,0.45,0.0,0.0,0.45,0.29,17,5,0.2,59.1,0,0,0,0,0,Akkithimmanahalli; Bethel Layout; Langford Gardens; Langford Town; Pudupadacheri; Richmond Town,P Sowmya,INC,Raghavendra,7760261043,Ramakrishna,9480683660,Shanthi Nagar (79.8%); Shantala Nagar (20.2%),"Backward Class ""B"""
Central-32,32,SilverJubilee Park Ward,ಸಿಲ್ವರ್ ಜುಬಿಲಿ ಪಾರ್ಕ್ ವಾರ್ಡ್,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- Dharmaraya Swamy Temple,0.626,18858,9562,9176,5,100.1,0,17.3,19.38,30.97,7,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,3,1,0,1.6,0.02,0.0,1.63,2.6,6,4,0.21,100.1,2,1,0,0,0,Raja Ram Mohan Roy Extension; Sudhama Nagara,R V Yuvaraj,INC,Srimath Swayamprabh,9480685321,Lingayya,9480683623,Sudham Nagara (54.8%); Dharmaraya Swamy Temple wa (22.9%); Hombegowda Nagara (22.3%),Scheduled Caste (Women)
Central-33,33,Dharmaraya Swamy Temple Ward,ಧರ್ಮರಾಯ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- Dharmaraya Swamy Temple,0.761,18905,9868,9092,10,100.1,0,55.7,21.54,28.33,30,4,100.1,1,0.0069,0.36,0,,0.0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,14,2,0.11,100.1,7,1,0,0,0,Ganigarpet,Prathibha Dhanraj,BJP,Srimath Swayamprabh,9480685321,basava achary,9845768187,Dharmaraya Swamy Temple wa (64.9%); Sudham Nagara (35.1%),General (Women)
Central-34,34,D.V Gundappa Ward,ಡಿ.ವಿ. ಗುಂಡಪ್ಪ ವಾರ್ಡ್,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- Dharmaraya Swamy Temple,0.711,20279,10418,9986,7,100.1,0,84.0,17.85,25.11,17,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.1,0.4,0.0,0.5,0.7,12,9,0.44,100.1,7,1,0,0,0,Kalasipalyam,Prathibha Dhanraj,BJP,Srimath Swayamprabh,9480685321,basava achary,9845768187,Dharmaraya Swamy Temple wa (64.7%); Sudham Nagara (35.3%),General
Central-35,35,Hombegowda Nagara,ಹೊಂಬೇಗೌಡ ನಗರ,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- Hombegowda Nagar,0.961,18866,9795,9011,13,100.1,0,,20.61,21.46,19,2,100.1,1,0.0064,0.34,0,,0.0,0,0.0,0.0,0,2,2,0.71,1.65,0.29,2.65,2.75,21,5,0.27,100.1,7,1,0,0,0,Shanti Nagar; Vinayaka Nagara; Wilson Garden,D Chandrappa,INC,Srimath Swayamprabh,9480685321,Lingayya,9480683623,Hombegowda Nagara (95.8%); Sudham Nagara (4.2%),General
Central-36,36,Someshwara Nagara,ಸೋಮೇಶ್ವರ ನಗರ,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- Hombegowda Nagar,0.615,18863,9580,9243,3,100.1,0,,14.82,24.11,18,1,91.2,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.18,0.59,0.77,1.25,10,3,0.16,100.1,2,1,0,0,0,Chinnayanapalya; Lakkasandra,D Chandrappa,INC,Srimath Swayamprabh,9480685321,Lingayya,9480683623,Hombegowda Nagara (55.9%); Siddapura (43.8%),General (Women)
Central-37,37,BHEL Ward,ಬಿಎಚ್‌ಇಎಲ್ ವಾರ್ಡ್,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- Hombegowda Nagar,1.058,19336,9975,9361,7,100.1,0,,21.28,20.12,20,0,90.8,1,0.024,1.24,1,58.6,0.0452,0,0.0,4.27,1,1,0,0.8,0.97,1.63,3.4,3.22,6,4,0.21,93.4,0,0,0,0,1,,Gangambike Mallikarjun,INC,Srimath Swayamprabh,9480685321,Lingayya,9480683623,Jayanagar (99.9%),"Backward Class ""A"""
Central-38,38,Kanakanapalya,ಕನಕನಪಾಳ್ಯ,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- Ashoka Pillar,0.969,20054,10042,10053,5,100.1,0,35.3,20.06,20.71,22,3,98.9,0,0.0,0.0,0,0.2,0.0,0,0.0,0.0,0,0,0,0.0,1.27,1.04,2.31,2.39,12,0,0.0,100.1,3,0,0,0,0,Jayanagar 1st Block; Someshwaranagar,Gangambike Mallikarjun,INC,Srimath Swayamprabh,9480685321,Lingayya,9480683623,Jayanagar (80.3%); Siddapura (19.5%),"Backward Class ""A"""
Central-39,39,Venkat Reddy Nagara,ವೆಂಕಟ ರೆಡ್ಡಿ ನಗರ,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- Ashoka Pillar,0.202,18888,9496,9392,2,100.1,0,,6.03,29.86,14,0,71.4,0,0.0,0.0,0,,0.0,0,0.0,0.0,1,1,0,0.0,0.45,0.0,0.45,2.23,8,8,0.42,100.1,1,0,0,0,0,Siddapura,Muzahid Pasha,SDPI,Srimath Swayamprabh,9480685321,Lingayya,9480683623,Siddapura (99.9%),General
Central-40,40,Ashoka Pillar,ಅಶೋಕ ಪಿಲ್ಲರ್‌,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- Ashoka Pillar,1.545,18989,9563,9426,11,94.0,0,58.4,32.76,21.2,20,1,89.3,0,0.0,0.0,0,,0.1763,0,0.0,11.41,1,0,0,0.0,2.29,0.45,2.74,1.77,17,1,0.05,93.9,4,0,0,0,0,Jayanagar 2nd Block; Kankanpalya; Mavalli,Vani Rao,BJP,Srimath Swayamprabh,9480685321,Lingayya,9480683623,Vishveshwara Puram (77.9%); Jayanagar (22%),General
Central-41,41,V.V Puram,ವಿ.ವಿ. ಪುರಂ,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- V.V Puram,1.077,19813,9965,9848,19,100.1,1,99.8,30.71,28.52,18,5,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,1,0,0,0.0,1.02,0.0,1.02,0.95,17,0,0.0,100.1,3,0,0,0,0,VV Puram,Vani Rao,BJP,Srimath Swayamprabh,9480685321,Lingayya,9480683623,Vishveshwara Puram (85.3%); Sudham Nagara (9.4%); Jayanagar (5.2%),General (Women)
Central-42,42,Sunkenahalli,ಸುಂಕೇನಹಳ್ಳಿ,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- V.V Puram,1.566,21179,10743,10436,22,100.1,2,86.1,38.72,24.73,23,9,100.1,4,0.0409,1.93,0,6.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0.0,100.1,8,2,0,0,0,Basavanagudi; Gandhi Bazaar; Shankarapuram,DN Ramesh,BJP,Srimath Swayamprabh,9480685321,basava achary,9845768187,Sunkenahalli (65.6%); Vishveshwara Puram (17.4%); Jayanagar (17%),General (Women)
Central-43,43,Devaraj Urs Ward,ದೇವರಾಜ ಅರಸು ವಾರ್ಡ್‌,Central,Zone2,Gandhinagara,Chickpet,169,169 - Chickpet,RO - Chickpet,ARO- V.V Puram,0.532,19525,9934,9592,5,100.1,0,25.2,14.67,27.55,14,3,100.1,2,0.0087,0.45,0,85.7,0.0,0,0.0,0.0,0,0,0,0.0,0.41,0.0,0.41,0.76,4,0,0.0,100.1,2,1,0,0,0,,DN Ramesh,BJP,Srimath Swayamprabh,9480685321,basava achary,9845768187,Sunkenahalli (88%); Vishveshwara Puram (12%),General
Central-44,44,Chamarajpet,ಚಾಮರಾಜಪೇಟೆ,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- Chamarajpet,0.886,25619,13095,12523,14,100.1,0,44.7,22.62,25.52,25,1,100.1,2,0.0104,0.41,0,59.4,0.0,0,0.0,0.0,2,0,0,0.0,0.59,0.86,1.45,1.64,35,3,0.12,98.4,2,1,0,0,0,Chamarajapete,B Kokila Chandrashekhar,INC,Srimath Swayamprabh,9480685321,vijaya shankar,9480683034,Chamrajapet (99.7%),General
Central-45,45,K.R Market,ಕೆ.ಆರ್. ಮಾರುಕಟ್ಟೆ,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- Chamarajpet,0.734,22413,11685,10728,9,100.1,2,96.6,17.4,23.7,18,0,96.6,1,0.0023,0.1,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,9,0.4,97.4,1,2,0,0,0,,Nazima Khanam,JDS,Lokesh,9036491598,Sri.Ashok,9480683466,K R Market (96.9%); Chamrajapet (2.4%),"Backward Class ""A"""
Central-46,46,Cheluvadi Palya,ಚೆಲುವಾದಿ ಪಾಳ್ಯ,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- Chamarajpet,0.216,21019,10603,10415,2,100.1,0,88.5,8.21,38.05,19,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,10,11,0.52,99.6,0,0,0,0,0,Cottonpete,Rekha Kadiresh,BJP,Anjanappa,827797/9480684933/231,Sri.Ashok,9480683466,Chalavadipalya (55.1%); K R Market (44.9%),Scheduled Caste (Women)
Central-47,47,IPD Salappa Ward,ಐಪಿಡಿ ಸಾಲಪ್ಪ ವಾರ್ಡ್,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- Azad Nagar,0.493,20622,10479,10143,7,100.1,0,2.2,16.76,34.02,16,2,100.1,1,0.0197,0.96,0,5.7,0.0,0,0.0,0.0,0,1,0,0.0,0.0,0.5,0.5,1.02,6,6,0.29,46.9,0,0,0,0,1,,Rekha Kadiresh,BJP,Anjanappa,827797/9480684933/231,Sri.Ashok,9480683466,Chalavadipalya (55.8%); Rayapuram (39.7%); Jagajivanaramnagar (4.4%),Scheduled Caste (Women)
Central-48,48,Azad Nagar,ಆಜಾದ್ ನಗರ,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- Azad Nagar,0.406,20270,10260,10010,8,100.1,0,,11.87,29.23,24,2,100.1,1,0.0002,0.01,0,97.2,0.0,0,0.0,0.0,0,0,0,0.0,0.22,0.05,0.27,0.66,11,4,0.2,93.2,0,0,0,0,0,Valmiki Nagar,M Sujatha,INC,Lokesh,9036491598,Sri.Ashok,9480683466,Azad Nagar (68.3%); Chamrajapet (31.7%),General
Central-49,49,Kasturbha Nagar,ಕಸ್ತೂರ ಬಾ ವಾರ್ಡ್‌,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- Azad Nagar,0.37,24488,12516,11971,0,100.1,0,,12.01,32.43,20,0,100.1,1,0.0018,0.07,0,79.8,0.0,0,0.0,0.0,0,0,0,0.23,1.39,0.0,1.62,4.36,10,6,0.25,100.1,0,0,0,0,0,Kasturibai Nagar,M Sujatha,INC,Lokesh,9036491598,Sri.Ashok,9480683466,Azad Nagar (99.8%),"Backward Class ""A"" (Women)"
Central-50,50,JJR Nagara,ಜೆಜೆಆರ್ ನಗರ,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- JJR Nagar,0.532,27850,14231,13618,5,100.1,0,,11.55,21.71,29,0,100.1,1,0.0024,0.09,0,11.6,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.14,0.14,0.26,16,18,0.65,81.0,0,1,0,0,0,,Seema Althaf Khan,INC,Anjanappa,827797/9480684933/231,Sri.Ashok,9480683466,Jagajivanaramnagar (99.3%),General (Women)
Central-51,51,Old Guddadahalli,ಹಳೆ ಗುಡ್ಡದಹಳ್ಳಿ,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- JJR Nagar,0.211,25228,12965,12263,1,100.1,0,,8.51,40.25,24,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.36,0.0,0.66,1.03,4.86,7,6,0.24,100.1,0,0,0,0,0,,Imran Pasha,JDS,Anjanappa,827797/9480684933/231,Sri.Ashok,9480683466,Padarayanapura (77.9%); Jagajivanaramnagar (22.1%),General (Women)
Central-52,52,Padarayanapura,ಪಾದರಾಯನಪುರ,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- Padarayanapura,0.232,25833,13312,12521,1,100.1,0,,6.38,27.52,18,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,11,5,0.19,100.1,0,0,0,0,0,Goripalya,Imran Pasha,JDS,Anjanappa,827797/9480684933/231,Sri.Ashok,9480683466,Padarayanapura (63.6%); Rayapuram (19.2%); Jagajivanaramnagar (17.1%),General
Central-53,53,Rayapuram,ರಾಯಪುರಂ,Central,Zone2,Gandhinagara,Chamrajapet,168,168 - Chamrajapet,RO - Chamrajapet,ARO- Padarayanapura,0.21,23438,11837,11601,0,100.1,0,,8.33,39.75,26,1,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.2,0.2,0.96,14,9,0.38,41.1,0,0,0,0,0,Jagajeevanram Nagara; K H Ranganath Colony,Shashikala Keshav,BJP,Srimath Swayamprabh,9480685321,Huchhyya,974007698,Rayapuram (100%),Scheduled Caste
Central-54,54,Binnypete,ಬಿನ್ನಿಪೇಟೆ,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Binnypete,0.477,25018,12854,12164,1,100.1,0,28.4,12.64,26.52,23,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,5,0.2,77.5,0,0,0,0,0,Nagamma Nagar,Mahadevamma Nagaraj,INC,Dauyanandh,9845119800,Sri.Vijaya Shekar,9480683034,Binnipete (54.7%); Cottonpete (45.3%),General
Central-55,55,Bhuvaneshwari Nagar,ಭುವನೇಶ್ವರಿ ನಗರ,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Binnypete,0.236,19936,10174,9762,2,100.1,0,49.4,9.13,38.63,11,1,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,9,4,0.2,100.1,0,1,0,0,0,,Mahadevamma Nagaraj,INC,Dauyanandh,9845119800,Sri.Vijaya Shekar,9480683034,Binnipete (94.7%); Cottonpete (5.3%),"Backward Class ""A"""
Central-56,56,Gopalpura,ಗೋಪಾಲಪುರ,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Binnypete,1.269,26986,13789,13197,13,100.1,2,88.3,27.37,21.56,33,2,96.0,1,0.015,0.56,0,,0.0,0,0.0,0.0,4,2,0,1.29,1.98,0.8,4.07,3.21,24,9,0.33,100.1,3,0,0,0,0,,L Govindaraju,INC,raju,9480685030,majunatha,9480683041,Subhash Nagar (36.3%); Okalipuram (26.4%); Binnipete (22.8%); Cottonpete (14.5%),"Backward Class ""A"""
Central-57,57,Cottonpete,ಕಾಟನ್‌ಪೇಟೆ,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Chickpete,0.955,27147,14426,12720,3,95.0,0,91.8,21.28,22.29,19,2,93.4,0,0.0,0.0,0,,0.0,0,0.0,0.0,2,2,1,0.0,0.0,0.27,0.27,0.28,11,0,0.0,91.8,1,1,0,2,0,Ranasingpete; Sultanpete,L Govindaraju,INC,raju,9480685030,majunatha,9480683041,Subhash Nagar (42.4%); Cottonpete (36%); Chickpete (13.4%); Gandhinagar (8.2%),General
Central-58,58,Chickpete,ಚಿಕ್ಕಪೇಟೆ,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Chickpete,0.614,27619,14812,12806,2,100.1,0,100.1,19.56,31.86,29,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,20,4,0.14,100.1,0,0,0,0,0,Balepet; Chikkapete; Mamulpete; Old Tharagupete,Leela Shivakumar,BJP,Srimath Swayamprabh,9480685321,vijaya shekhar,9480683034,Chickpete (95.1%); Gandhinagar (4.9%),General (Women)
Central-59,59,Nehru Nagar,ನೆಹರು ನಗರ,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Chickpete,1.798,25780,14248,11532,18,100.1,1,94.0,41.22,22.92,24,9,100.1,2,0.0292,1.13,0,,0.0,0,0.0,0.0,0,2,0,0.45,1.91,0.72,3.07,1.71,30,5,0.19,96.5,0,2,2,0,0,Gandhinagar; Kumara Park West; Nehru Nagar,R J Lalitha,INC,raju,9480685030,majunatha,9480683041,Gandhinagar (99.6%),"Backward Class ""A"" (Women)"
Central-60,60,Seshadripuram,ಶೇಷಾದ್ರಿಪುರಂ,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Sheshadripuram,0.383,19052,9810,9242,3,100.1,0,94.0,13.13,34.28,27,1,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,2,1,0,0.41,1.11,0.12,1.64,4.29,5,1,0.05,100.1,3,0,0,0,0,Basappa Garden; Seshadripuram,R S Satynarayan,INC,Rtaju,9448854685,Sri.Hk Nagaraj,9480684353,Dattatreya Temple (94.4%); Gandhinagar (5.6%),General
Central-61,61,Dattatreya Ward,ದತ್ತಾತ್ರೇಯ ವಾರ್ಡ್,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Sheshadripuram,0.498,19627,9950,9677,6,100.1,0,89.1,14.28,28.68,12,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,2,0,0,0.35,0.1,0.36,0.81,1.63,7,6,0.31,100.1,5,1,0,0,0,Valluvarpuram,R S Satynarayan,INC,Rtaju,9448854685,Sri.Hk Nagaraj,9480684353,Dattatreya Temple (69.9%); Subhash Nagar (30.1%),General
Central-62,62,Swatantra Palya Ward,ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Okalipuram,0.358,28137,14255,13883,5,100.1,1,73.0,11.41,31.85,28,1,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.45,0.36,0.34,1.14,3.19,6,15,0.53,100.1,15,0,0,0,0,,L Govindaraju,INC,raju,9480685030,majunatha,9480683041,Subhash Nagar (82%); Okalipuram (17.7%),Scheduled Caste
Central-63,63,Okalipuram,ಓಕಳಿಪುರಂ,Central,Zone2,Gandhinagara,Gandhinagara,164,164 - Gandhinagara,RO - Gandhinagara,ARO- Okalipuram,0.424,27815,14222,13593,2,100.1,0,9.0,11.86,27.97,25,1,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,1,0,0,0.73,0.28,0.57,1.58,3.72,11,7,0.25,100.1,6,0,0,0,0,Okalipuram; Ramachandra Pura,V Shivaprakash,BJP,Rtaju,9448854685,Sri.Hk Nagaraj,9480684353,Okalipuram (100%),"Backward Class ""A"" (Women)"
East-1,1,K Narayanapura,ಕೆ ನಾರಾಯಣಪುರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Horamavu,ARO- Horamavu,4.763,15003,7804,7199,25,99.4,0,,92.6,19.44,15,1,34.9,8,0.0356,2.37,1,2.8,0.0204,6,0.0011,0.45,0,0,0,3.52,2.88,8.04,14.44,3.03,14,4,0.27,27.4,1,1,0,0,0,Arkavathy Layout 17th Block; Arkavathy Layout 20th Block; Arkavathy Layout 5th Block; Arkavathy Layout 6th Block; Geddalahalli; K Narayanapura; Kothanur; LBS Nagar; M Nanjappa Layout,Radhamma,INC,Lingappa,9844609594,Muni,9480684143,Horamavu (100%),General (Women)
East-2,2,Horamavu,ಹೊರಮಾವು,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Horamavu,ARO- Horamavu,7.815,14756,7729,7027,27,86.3,0,,114.39,14.64,15,0,8.5,1,0.0106,0.72,2,39.9,0.9548,6,0.0015,12.24,0,0,0,4.46,6.76,21.83,33.05,4.23,22,4,0.27,8.6,0,0,0,0,0,Arkavathy Layout 18th Block; Byrathikhane; Horamavu,Radhamma,INC,Lingappa,9844609594,Muni,9480684143,Horamavu (88.1%); Ramamurthy Nagar (11.7%),"Backward Class ""A"""
East-3,3,Chellakere,ಚೆಲ್ಲಕೆರೆ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Horamavu,ARO- Chellakere,1.672,17010,8884,8126,16,99.3,0,,40.05,23.96,12,0,28.1,1,0.0033,0.19,1,74.5,0.0671,0,0.0,4.01,1,0,1,2.53,0.52,3.71,6.76,4.04,12,3,0.18,48.8,0,1,0,0,0,Agara; Arkavathy Layout 19th Block; Arkavathy Layout 20th Block; Chelekere; GNR Gardens; Meghanapalya; Palm Grove; Poojappa Layout; Sri Sai Layout,Radhamma,INC,Lingappa,9844609594,Muni,9480684143,Horamavu (100%),General
East-4,4,Babusab Palya,ಬಾಬುಸಾಬ್ ಪಾಳ್ಯ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Horamavu,ARO- Chellakere,1.832,19361,9933,9428,15,100.1,0,,48.51,26.47,17,0,45.5,0,0.0,0.0,0,60.1,0.0,0,0.0,0.0,0,0,0,0.0,0.96,1.48,2.44,1.33,7,1,0.05,65.9,1,0,0,0,0,Babusabpalya; Bank Avenue Colony; CNR Layout; Malappa Layout; Nanjappa Garden; Papaiah Layout; Post & Telegraph Layout; Prakruthi Township,Radhamma,INC,Lingappa,9844609594,Muni,9480684143,Horamavu (100%),"Backward Class ""B"" (Women)"
East-5,5,Hoysala Nagara East,ಹೊಯ್ಸಳ ನಗರ ಪೂರ್ವ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Horamavu,ARO- Kalkere,1.613,18244,9566,8678,13,100.1,0,,41.26,25.59,26,0,14.0,0,0.0,0.0,1,84.4,0.0798,0,0.0,4.95,1,0,1,0.0,3.08,2.39,5.47,3.39,11,3,0.16,94.8,1,0,0,0,0,Muneshwara Layout,Radhamma,INC,Lingappa,9844609594,Muni,9480684143,Horamavu (99.9%),General (Women)
East-6,6,Kalkere,ಕಲ್ಕೆರೆ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Horamavu,ARO- Kalkere,3.838,17359,9026,8413,10,88.3,0,,70.01,18.24,14,1,58.9,0,0.0,0.0,0,22.6,0.0127,4,0.0004,0.34,0,0,0,1.08,4.02,9.86,14.96,3.9,7,1,0.06,64.5,3,0,0,0,0,Jayantinagara; Kalkere,Padmavathi Srinivas,BJP,Lingappa,9844609594,Muni,9480684143,Ramamurthy Nagar (91.2%); Horamavu (8.7%),"Backward Class ""A"" (Women)"
East-7,7,K Chennasandra,ಕೆ ಚೆನ್ನಸಂದ್ರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- KR Pura,ARO- Bhattarahalli,2.119,14572,7477,7015,7,92.9,0,,46.71,22.05,23,0,20.2,0,0.0,0.0,1,48.3,0.2422,1,0.0021,11.53,1,0,0,0.46,0.48,2.92,3.87,1.83,11,3,0.21,52.1,0,0,0,0,0,Akshaya Nagar; K. Channasandra; Kowdenahalli,Padmavathi Srinivas,BJP,Lingappa,9844609594,Muni,9480684143,Ramamurthy Nagar (98.6%),Scheduled Tribes
East-8,8,Anandapura,ಆನಂದಪುರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- KR Pura,ARO- Bhattarahalli,2.21,18898,9699,9199,4,92.9,0,,43.91,19.87,5,0,32.1,4,0.0525,2.78,0,61.4,0.002,0,0.0,0.09,0,0,1,1.1,0.69,5.49,7.28,3.3,10,2,0.11,27.2,0,0,0,0,0,Anandapura; ITI Colony,K Poornima,BJP,ligappa,9844609594,Basavaraj,9480684001,K R Puram (84.7%); Ramamurthy Nagar (15.2%),General
East-9,9,Bhattarahalli,ಭಟ್ಟರಹಳ್ಳಿ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- KR Pura,ARO- Bhattarahalli,2.562,14911,7666,7245,12,95.7,0,,50.53,19.72,27,3,47.8,2,0.0089,0.6,1,30.9,0.0495,1,0.0001,1.94,0,0,0,0.28,1.06,3.77,5.11,1.99,16,5,0.34,,0,0,0,0,0,Bhattarahalli; TC Palya,K Poornima,BJP,ligappa,9844609594,Basavaraj,9480684001,K R Puram (56.7%); Basavanapura (42.8%),General
East-10,10,Basavanapura,ಬಸವನಪುರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- KR Pura,ARO- Basavanapura,3.935,16224,8392,7833,11,86.5,0,,77.44,19.68,6,0,7.3,0,0.0,0.0,1,54.1,0.4277,0,0.0,10.87,0,0,2,3.45,2.79,5.92,12.15,3.09,8,2,0.12,10.8,0,0,0,0,0,,B N Jayaprakash,INC,Lingappa,9844609594,Muni,9480684143,Basavanapura (79.9%); K R Puram (19.8%),"Backward Class ""B"""
East-11,11,Krishnanagar,ಕೃಷ್ಣನಗರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- KR Pura,ARO- Basavanapura,1.228,16000,8256,7744,7,100.1,0,,31.69,25.8,15,0,3.5,2,0.0164,1.02,1,97.1,0.0465,0,0.0,3.79,0,0,1,0.0,1.2,1.47,2.67,2.18,11,3,0.19,95.9,0,0,0,0,0,,B N Jayaprakash,INC,Lingappa,9844609594,Muni,9480684143,Basavanapura (100%),General
